City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
261,Los Llanos De Aridane,28.6585,-17.9182,60.55,66,40,8.05,ES,scattered clouds,2022-02-12 07:28:36
262,Tezu,27.9167,96.1667,70.23,44,91,4.76,IN,overcast clouds,2022-02-12 07:28:37
263,Tshikapa,-6.4167,20.8,75.38,83,100,1.88,CD,overcast clouds,2022-02-12 07:28:37
264,Codrington,-38.2667,141.9667,71.78,58,0,18.34,AU,clear sky,2022-02-12 07:28:38
265,Adrar,20.5022,-10.0711,55.94,27,6,8.7,MR,clear sky,2022-02-12 07:28:38
266,Skibbereen,51.55,-9.2667,49.8,96,100,20.51,IE,overcast clouds,2022-02-12 07:28:38
267,Jackson,42.4165,-122.8345,61.84,68,0,1.99,US,clear sky,2022-02-12 07:24:57
268,Trincomalee,8.5711,81.2335,80.04,79,100,8.93,LK,overcast clouds,2022-02-12 07:24:32
269,Nizhniy Ufaley,55.9153,59.9842,19.67,90,100,6.87,RU,overcast clouds,2022-02-12 07:28:39
270,Vardo,70.3705,31.1107,30.88,60,100,17.47,NO,overcast clouds,2022-02-12 07:28:40
271,Ayacucho,-13.1583,-74.2239,55.35,80,100,1.7,PE,moderate rain,2022-02-12 07:28:40
272,Port Augusta,-32.5,137.7667,95.7,16,0,8.77,AU,clear sky,2022-02-12 07:27:48
273,Half Moon Bay,37.4636,-122.4286,64.65,66,0,5.75,US,clear sky,2022-02-12 07:29:41
274,Buala,-8.145,159.5921,77.5,88,100,7.34,SB,light rain,2022-02-12 07:29:41
275,Macas,-2.3167,-78.1167,68.29,97,100,1.63,EC,overcast clouds,2022-02-12 07:29:41
276,Kovdor,67.5662,30.4758,3.45,97,100,4.09,RU,overcast clouds,2022-02-12 07:29:42
277,Tabas,33.5959,56.9244,60.57,33,84,5.59,IR,broken clouds,2022-02-12 07:29:42
278,Steinbach,50.1667,8.5667,33.48,93,0,6.91,DE,clear sky,2022-02-12 07:29:43
279,Riverton,40.5219,-111.9391,42.3,66,0,9.22,US,clear sky,2022-02-12 07:29:43
280,Tokoroa,-38.2333,175.8667,76.6,67,99,7.0,NZ,overcast clouds,2022-02-12 07:29:44
281,Aranda De Duero,41.6704,-3.6892,41.38,77,100,2.73,ES,overcast clouds,2022-02-12 07:29:44
282,Idritsa,56.3316,28.8988,22.17,95,42,6.58,RU,scattered clouds,2022-02-12 07:29:45
283,Biloela,-24.4167,150.5,90.21,24,4,10.36,AU,clear sky,2022-02-12 07:29:45
284,Chuzhou,32.3219,118.2978,46.49,68,100,7.7,CN,overcast clouds,2022-02-12 07:29:46
285,Miles City,46.4083,-105.8406,23.97,74,0,11.5,US,clear sky,2022-02-12 07:29:26
286,Iquitos,-3.7481,-73.2472,75.24,100,75,2.3,PE,broken clouds,2022-02-12 07:29:46
287,Oranjestad,12.524,-70.027,78.75,78,20,20.71,AW,few clouds,2022-02-12 07:27:06
288,Antofagasta,-23.65,-70.4,63.68,80,9,4.21,CL,clear sky,2022-02-12 07:29:47
289,Fortuna,40.5982,-124.1573,50.92,93,0,5.75,US,clear sky,2022-02-12 07:29:47
290,La Palma,33.8464,-118.0467,76.66,50,0,3.44,US,clear sky,2022-02-12 07:29:48
291,Korla,41.7597,86.1469,34.72,34,17,5.97,CN,few clouds,2022-02-12 07:29:48
292,Roma,43.2128,-75.4557,46.72,95,100,0.0,US,moderate rain,2022-02-12 07:29:49
293,Isla Vista,34.4133,-119.861,72.36,54,0,0.0,US,clear sky,2022-02-12 07:29:49
294,Ust-Tsilma,65.441,52.1498,15.75,93,100,9.37,RU,light snow,2022-02-12 07:29:50
295,Tera,14.0078,0.7531,66.67,13,5,9.24,NE,clear sky,2022-02-12 07:29:50
296,Bud,39.447,-86.1758,33.75,81,7,12.66,US,clear sky,2022-02-12 07:29:51
297,Broome,42.2506,-75.833,47.86,62,100,9.22,US,overcast clouds,2022-02-12 07:29:51
298,Kysyl-Syr,63.8986,122.7617,-10.66,98,100,1.54,RU,overcast clouds,2022-02-12 07:29:51
299,Springbok,-29.6643,17.8865,72.05,41,100,7.96,ZA,overcast clouds,2022-02-12 07:29:52
300,Llanes,43.4198,-4.7549,42.85,80,100,1.83,ES,overcast clouds,2022-02-12 07:29:52
301,Forbes,-33.3833,148.0167,84.92,24,2,13.0,AU,clear sky,2022-02-12 07:29:53
302,Lyubar,49.9204,27.7592,32.0,92,96,12.35,UA,light snow,2022-02-12 07:29:53
303,Praia,14.9215,-23.5087,73.94,60,96,23.02,CV,haze,2022-02-12 07:29:54
304,Olovyannaya,50.95,115.5667,-2.24,85,83,4.61,RU,broken clouds,2022-02-12 07:29:54
305,The Valley,18.217,-63.0578,76.86,67,15,21.54,AI,few clouds,2022-02-12 07:29:55
306,Karlshus,59.352,10.8723,39.29,75,40,16.11,NO,drizzle,2022-02-12 07:29:55
307,Hirara,24.8,125.2833,68.27,94,75,8.05,JP,broken clouds,2022-02-12 07:29:55
308,Chapais,49.7834,-74.8492,6.58,94,100,13.13,CA,snow,2022-02-12 07:29:56
309,Christchurch,-43.5333,172.6333,57.9,93,75,24.16,NZ,light rain,2022-02-12 07:27:56
310,Coburg,50.2667,10.9667,30.78,95,6,1.01,DE,clear sky,2022-02-12 07:29:56
311,Lokoja,7.8024,6.743,75.42,12,95,2.13,NG,overcast clouds,2022-02-12 07:29:57
312,Srednekolymsk,67.45,153.6833,-30.6,97,24,6.67,RU,few clouds,2022-02-12 07:29:57
313,Kushima,31.4583,131.2333,54.91,88,100,9.44,JP,overcast clouds,2022-02-12 07:29:58
314,Ukiah,39.1502,-123.2078,55.65,78,0,0.0,US,clear sky,2022-02-12 07:25:02
315,Kristiansund,63.1115,7.732,37.45,93,100,6.91,NO,overcast clouds,2022-02-12 07:29:59
316,Gizo,-8.103,156.8419,81.59,73,100,2.35,SB,light rain,2022-02-12 07:30:00
317,Ushtobe,45.2514,77.9838,35.01,100,100,21.21,KZ,snow,2022-02-12 07:30:00
318,Tayoltita,24.0833,-105.9333,49.75,48,0,6.29,MX,clear sky,2022-02-12 07:30:01
319,Coquimbo,-29.9533,-71.3436,60.53,88,0,5.75,CL,clear sky,2022-02-12 07:31:02
320,Campbell River,50.0163,-125.2446,36.45,80,50,4.34,CA,scattered clouds,2022-02-12 07:31:02
321,Portland,45.5234,-122.6762,51.78,49,0,3.44,US,clear sky,2022-02-12 07:28:25
322,Bobo Dioulasso,11.1771,-4.2979,66.65,22,6,3.44,BF,clear sky,2022-02-12 07:31:03
323,Ambon,-3.6954,128.1814,87.94,70,40,4.61,ID,scattered clouds,2022-02-12 07:31:03
324,Jamestown,42.097,-79.2353,38.08,66,100,9.22,US,overcast clouds,2022-02-12 07:31:04
325,Nhulunbuy,-12.2333,136.7667,86.61,62,100,9.22,AU,overcast clouds,2022-02-12 07:31:05
326,Hokitika,-42.7167,170.9667,60.85,92,100,4.72,NZ,overcast clouds,2022-02-12 07:31:05
327,Mangai,-4.05,19.5333,79.57,72,100,3.22,CD,overcast clouds,2022-02-12 07:31:05
328,Havoysund,70.9963,24.6622,25.68,63,100,9.73,NO,light snow,2022-02-12 07:31:06
329,Nishihara,26.1842,127.7558,70.88,88,75,18.41,JP,broken clouds,2022-02-12 07:31:06
330,Morgan City,29.6994,-91.2068,48.0,100,0,4.61,US,clear sky,2022-02-12 07:31:07
331,Usinsk,65.9939,57.5281,11.21,91,100,13.65,RU,overcast clouds,2022-02-12 07:31:07
332,Norman Wells,65.282,-126.8329,-21.96,69,20,4.61,CA,few clouds,2022-02-12 07:31:07
333,Makakilo City,21.3469,-158.0858,72.68,68,0,0.0,US,clear sky,2022-02-12 07:31:08
334,Tikaitnagar,26.95,81.5833,70.03,35,0,9.19,IN,clear sky,2022-02-12 07:31:09
335,Namibe,-15.1961,12.1522,77.63,78,75,0.0,AO,broken clouds,2022-02-12 07:31:09
336,Kefamenanu,-9.4467,124.4781,81.16,79,87,4.29,ID,overcast clouds,2022-02-12 07:31:10
337,Ondangwa,-17.9167,15.95,74.66,68,26,9.22,NA,scattered clouds,2022-02-12 07:31:10
338,Deputatskiy,69.3,139.9,-14.51,91,100,6.13,RU,overcast clouds,2022-02-12 07:31:10
339,Ta Khmau,11.4833,104.95,91.45,52,40,4.61,KH,scattered clouds,2022-02-12 07:31:11
340,Caravelas,-17.7125,-39.2481,73.04,92,96,2.53,BR,overcast clouds,2022-02-12 07:31:11
341,Sekoma,-24.4,23.8833,81.34,26,0,14.7,BW,clear sky,2022-02-12 07:31:12
342,Maputo,-25.9653,32.5892,85.23,69,3,3.0,MZ,clear sky,2022-02-12 07:31:12
343,Asyut,27.181,31.1837,53.78,42,0,0.87,EG,clear sky,2022-02-12 07:31:13
344,Changying,52.8733,123.3213,-3.17,90,100,5.46,CN,overcast clouds,2022-02-12 07:31:13
345,Vila,42.0304,-8.1588,40.33,93,34,1.74,PT,scattered clouds,2022-02-12 07:31:14
346,Carahue,-38.7,-73.1667,59.2,64,1,2.3,CL,clear sky,2022-02-12 07:31:14
347,Joshimath,30.5667,79.5667,57.54,30,0,6.46,IN,clear sky,2022-02-12 07:31:15
348,Zhanaozen,43.3,52.8,41.38,62,100,10.98,KZ,overcast clouds,2022-02-12 07:31:15
349,Port Moresby,-9.4431,147.1797,85.42,66,40,13.8,PG,haze,2022-02-12 07:31:16
350,Saint-Augustin,51.226,-58.6502,-4.22,94,100,4.25,CA,overcast clouds,2022-02-12 07:31:16
351,Sechura,-5.5569,-80.8222,72.28,76,100,8.08,PE,overcast clouds,2022-02-12 07:31:16
352,Shimoda,34.6667,138.95,48.56,65,86,5.48,JP,overcast clouds,2022-02-12 07:31:17
353,Ahipara,-35.1667,173.1667,76.71,87,100,26.78,NZ,overcast clouds,2022-02-12 07:31:18
354,Cayenne,4.9333,-52.3333,76.08,91,75,11.01,GF,moderate rain,2022-02-12 07:30:05
355,Puri,19.8,85.85,81.12,31,39,5.93,IN,scattered clouds,2022-02-12 07:31:18
356,Atambua,-9.1061,124.8925,79.99,80,88,2.28,ID,light rain,2022-02-12 07:31:19
357,Shieli,44.1667,66.75,34.57,65,100,7.83,KZ,overcast clouds,2022-02-12 07:31:19
358,Luwuk,-0.9516,122.7875,79.75,86,100,1.34,ID,overcast clouds,2022-02-12 07:31:20
359,Omsukchan,62.5333,155.8,-28.71,87,79,3.98,RU,broken clouds,2022-02-12 07:31:20
360,Xichang,27.8964,102.2634,61.0,34,72,11.5,CN,broken clouds,2022-02-12 07:31:21
361,Ziro,27.6333,93.8333,48.94,45,36,4.0,IN,scattered clouds,2022-02-12 07:31:21
362,Broken Hill,-31.95,141.4333,87.51,16,0,9.22,AU,clear sky,2022-02-12 07:31:22
363,Belomorsk,64.5232,34.7668,19.58,88,99,10.83,RU,overcast clouds,2022-02-12 07:31:22
364,Pisco,-13.7,-76.2167,68.05,77,100,9.22,PE,overcast clouds,2022-02-12 07:31:23
365,Vanavara,60.34,102.2797,-0.08,88,99,0.87,RU,overcast clouds,2022-02-12 07:31:23
366,Bandarbeyla,9.4942,50.8122,79.09,52,88,15.05,SO,overcast clouds,2022-02-12 07:32:24
367,Linqiong,30.4159,103.4609,51.62,58,99,2.62,CN,overcast clouds,2022-02-12 07:32:24
368,El Nispero,14.7667,-88.3333,64.62,96,84,0.07,HN,broken clouds,2022-02-12 07:32:25
369,Suifenhe,44.4,131.1667,9.41,76,43,11.79,CN,scattered clouds,2022-02-12 07:32:25
370,Union,40.6334,-74.2663,55.94,47,0,9.22,US,clear sky,2022-02-12 07:32:25
371,Kavieng,-2.5744,150.7967,81.45,77,99,7.56,PG,light rain,2022-02-12 07:32:26
372,Knokke-Heist,51.3333,3.3333,36.01,84,18,12.82,BE,few clouds,2022-02-12 07:32:26
373,Verkhnevilyuysk,63.4453,120.3167,-9.54,98,100,1.92,RU,overcast clouds,2022-02-12 07:32:26
374,Zlynka,52.4267,31.7378,31.78,92,98,10.89,RU,overcast clouds,2022-02-12 07:32:27
375,Palana,59.1167,159.9667,-9.36,98,39,5.01,RU,scattered clouds,2022-02-12 07:32:27
376,Murray,40.6669,-111.888,42.75,68,0,9.22,US,clear sky,2022-02-12 07:32:28
377,Mayo,38.8876,-76.5119,57.15,45,0,13.8,US,clear sky,2022-02-12 07:32:29
378,Dawlatabad,36.4141,64.9053,49.91,59,100,6.91,AF,moderate rain,2022-02-12 07:32:29
379,Zhigansk,66.7697,123.3711,-26.0,98,99,6.22,RU,overcast clouds,2022-02-12 07:32:29
380,Durban,-29.8579,31.0292,83.32,83,14,4.0,ZA,few clouds,2022-02-12 07:28:51
381,Malanje,-9.5402,16.341,71.11,61,100,1.21,AO,overcast clouds,2022-02-12 07:32:30
382,Sinnamary,5.3833,-52.95,76.23,86,99,11.74,GF,overcast clouds,2022-02-12 07:32:30
383,Bonavista,48.6499,-53.1147,32.11,70,26,14.34,CA,scattered clouds,2022-02-12 07:32:31
384,Necochea,-38.5473,-58.7368,54.03,61,0,8.52,AR,clear sky,2022-02-12 07:30:04
385,Carballo,43.213,-8.691,46.9,89,92,1.77,ES,overcast clouds,2022-02-12 07:28:06
386,Kuryk,43.2,51.65,45.79,64,97,12.1,KZ,overcast clouds,2022-02-12 07:32:32
387,Platnirovskaya,45.3953,39.3842,49.91,70,77,15.12,RU,broken clouds,2022-02-12 07:32:32
388,Hofn,64.2539,-15.2082,21.94,71,100,24.2,IS,light snow,2022-02-12 07:32:33
389,Koumac,-20.5667,164.2833,80.47,80,100,3.33,NC,overcast clouds,2022-02-12 07:32:33
390,Olinda,-8.0089,-34.8553,80.33,83,75,3.44,BR,broken clouds,2022-02-12 07:32:34
391,Ilulissat,69.2167,-51.1,26.62,68,100,5.75,GL,overcast clouds,2022-02-12 07:32:34
392,Monte Carmelo,-18.7247,-47.4986,66.22,97,100,1.28,BR,overcast clouds,2022-02-12 07:32:35
393,El Prat De Llobregat,41.3278,2.0947,54.73,85,75,3.44,ES,broken clouds,2022-02-12 07:32:35
394,Fort Nelson,58.8053,-122.7002,9.99,85,100,4.61,CA,light snow,2022-02-12 07:30:41
395,Bogorodskoye,56.55,37.8833,30.09,90,89,11.88,RU,overcast clouds,2022-02-12 07:32:36
396,Skjervoy,70.0311,20.9714,28.42,65,86,11.95,NO,light snow,2022-02-12 07:32:36
397,Scarborough,54.2797,-0.4044,42.84,82,100,11.99,GB,overcast clouds,2022-02-12 07:31:50
398,Leiyang,26.4024,112.8591,44.58,85,100,5.55,CN,overcast clouds,2022-02-12 07:32:37
399,Newala,-10.9431,39.2787,72.88,83,100,4.0,TZ,light rain,2022-02-12 07:32:37
400,Inhambane,-23.865,35.3833,85.98,62,40,6.91,MZ,scattered clouds,2022-02-12 07:32:38
401,Vila Franca Do Campo,37.7167,-25.4333,59.2,81,83,6.13,PT,broken clouds,2022-02-12 07:32:38
402,Geraldton,-28.7667,114.6,81.01,57,87,24.16,AU,overcast clouds,2022-02-12 07:32:38
403,Meulaboh,4.1363,96.1285,86.67,58,100,3.87,ID,overcast clouds,2022-02-12 07:32:39
404,Port Lincoln,-34.7333,135.8667,73.53,49,0,8.97,AU,clear sky,2022-02-12 07:32:40
405,Tabuk,17.4189,121.4443,80.42,69,59,7.07,PH,broken clouds,2022-02-12 07:32:40
406,Dingle,10.9995,122.6711,80.89,80,100,11.7,PH,overcast clouds,2022-02-12 07:32:40
407,Karasjok,69.4719,25.5112,8.71,98,62,2.66,NO,broken clouds,2022-02-12 07:32:41
408,Goderich,43.7501,-81.7165,33.03,93,100,17.27,CA,overcast clouds,2022-02-12 07:32:41
409,Caruray,10.3094,119.0128,81.54,83,85,9.53,PH,overcast clouds,2022-02-12 07:32:42
410,Escarcega,18.6089,-90.7454,68.67,95,0,5.5,MX,clear sky,2022-02-12 07:32:42
411,Takoradi,4.8845,-1.7554,81.32,78,96,9.04,GH,overcast clouds,2022-02-12 07:32:42
412,Abdulino,53.7,53.6667,27.39,94,100,2.48,RU,light snow,2022-02-12 07:32:43
413,Zhangye,38.9342,100.4517,40.57,15,42,16.91,CN,scattered clouds,2022-02-12 07:32:44
414,Ancud,-41.8697,-73.8203,54.93,83,91,5.06,CL,overcast clouds,2022-02-12 07:32:44
415,Znamenskoye,57.1281,73.8282,4.33,84,12,10.11,RU,few clouds,2022-02-12 07:33:45
416,Siyana,28.6277,78.0599,70.23,32,0,11.39,IN,clear sky,2022-02-12 07:33:45
417,Beyneu,45.3167,55.2,40.84,60,32,16.89,KZ,scattered clouds,2022-02-12 07:33:46
418,Sembakung,3.8167,117.25,84.13,79,92,2.86,ID,overcast clouds,2022-02-12 07:33:46
419,Mahon,39.8885,4.2658,45.16,81,0,8.05,ES,clear sky,2022-02-12 07:33:46
420,Road Town,18.4167,-64.6167,73.99,69,16,22.68,VG,few clouds,2022-02-12 07:33:47
421,Goulburn,-34.75,149.7167,72.16,74,63,12.19,AU,broken clouds,2022-02-12 07:30:12
422,Nouadhibou,20.931,-17.0347,67.21,53,91,10.42,MR,overcast clouds,2022-02-12 07:33:47
423,Chik,54.9928,82.4311,4.75,71,24,4.47,RU,mist,2022-02-12 07:33:48
424,Evensk,61.95,159.2333,-11.63,75,31,6.78,RU,scattered clouds,2022-02-12 07:33:48
425,Abilene,32.4487,-99.7331,48.69,47,0,13.8,US,clear sky,2022-02-12 07:29:11
426,Byron Bay,-28.65,153.6167,79.05,67,45,19.73,AU,scattered clouds,2022-02-12 07:33:49
427,Port Elizabeth,-33.918,25.5701,73.69,64,0,5.75,ZA,clear sky,2022-02-12 07:33:21
428,Ghanzi,-21.5667,21.7833,80.6,46,6,10.94,BW,clear sky,2022-02-12 07:33:50
429,Channel-Port Aux Basques,47.5702,-59.1367,31.77,86,100,11.83,CA,overcast clouds,2022-02-12 07:32:19
430,Gat,31.61,34.7642,60.91,29,0,1.59,IL,clear sky,2022-02-12 07:30:01
431,Arinos,-15.9169,-46.1056,68.49,98,100,1.23,BR,light rain,2022-02-12 07:33:51
432,Gilbues,-9.8317,-45.3439,68.95,93,6,2.17,BR,light rain,2022-02-12 07:33:51
433,Sorong,-0.8833,131.25,82.35,75,62,9.66,ID,broken clouds,2022-02-12 07:33:52
434,Dakar,14.6937,-17.4441,72.48,52,34,13.8,SN,dust,2022-02-12 07:33:53
435,Salalah,17.0151,54.0924,78.89,47,20,9.22,OM,few clouds,2022-02-12 07:33:53
436,Ban Phai,16.06,102.731,91.02,32,65,4.88,TH,broken clouds,2022-02-12 07:33:53
437,Sadovoye,47.7764,44.5089,37.71,97,100,7.16,RU,overcast clouds,2022-02-12 07:33:54
438,Bowen,-20.0167,148.2333,84.42,66,55,16.87,AU,broken clouds,2022-02-12 07:33:54
439,Savannah Bight,16.45,-85.85,75.0,78,11,13.13,HN,few clouds,2022-02-12 07:33:55
440,Nuevitas,21.5453,-77.2644,74.64,81,0,5.79,CU,clear sky,2022-02-12 07:33:55
441,Bontang,0.1333,117.5,82.4,77,87,6.38,ID,light rain,2022-02-12 07:33:55
442,Krasnogvardeyets,52.6804,52.3635,29.97,92,100,12.64,RU,overcast clouds,2022-02-12 07:33:56
443,Saurimo,-9.6608,20.3916,75.96,69,55,3.02,AO,broken clouds,2022-02-12 07:33:56
444,Baranain,42.8057,-1.6773,42.66,96,0,1.99,ES,clear sky,2022-02-12 07:33:57
445,Lardos,36.0942,28.0157,57.02,58,64,6.11,GR,broken clouds,2022-02-12 07:33:57
446,Belyy Yar,53.6039,91.3903,-9.51,70,77,4.47,RU,smoke,2022-02-12 07:33:57
447,Domoni,-12.2569,44.5319,84.72,68,100,2.82,KM,light rain,2022-02-12 07:33:58
448,Pevek,69.7008,170.3133,-31.23,100,84,6.22,RU,broken clouds,2022-02-12 07:33:59
449,Tiarei,-17.5333,-149.3333,77.02,74,100,13.11,PF,overcast clouds,2022-02-12 07:33:59
450,Safotu,-13.4513,-172.4018,76.91,79,100,13.78,WS,light rain,2022-02-12 07:34:00
451,Puerto Escondido,15.85,-97.0667,74.93,73,15,6.17,MX,few clouds,2022-02-12 07:32:00
452,Faya,18.3851,42.4509,66.31,56,33,5.79,SA,scattered clouds,2022-02-12 07:34:00
453,Sao Joao Da Barra,-21.6403,-41.0511,72.01,91,100,5.97,BR,moderate rain,2022-02-12 07:34:01
454,Okhotsk,59.3833,143.3,-7.64,89,21,5.39,RU,few clouds,2022-02-12 07:34:01
455,Booue,-0.0921,11.9385,81.68,75,47,2.06,GA,scattered clouds,2022-02-12 07:34:02
456,Indramayu,-6.3264,108.32,83.05,76,100,15.9,ID,light rain,2022-02-12 07:34:02
457,Itainopolis,-7.4469,-41.4783,71.1,95,72,2.8,BR,broken clouds,2022-02-12 07:34:02
458,Mirante Do Paranapanema,-22.2919,-51.9064,69.73,88,3,9.26,BR,clear sky,2022-02-12 07:34:03
459,Manali,13.1667,80.2667,87.89,70,6,14.79,IN,clear sky,2022-02-12 07:34:03
460,Hamadan,34.7992,48.5146,38.35,100,100,9.22,IR,overcast clouds,2022-02-12 07:34:04
461,Obigarm,38.7173,69.7088,40.28,97,100,3.78,TJ,overcast clouds,2022-02-12 07:35:04
462,Devitsa,51.6352,38.945,28.89,89,100,5.73,RU,light snow,2022-02-12 07:35:05
463,Marseille,43.3333,5.5,40.51,89,7,6.06,FR,clear sky,2022-02-12 07:35:05
464,Tateyama,34.9833,139.8667,50.14,52,78,4.29,JP,broken clouds,2022-02-12 07:35:05
465,Aquiraz,-3.9014,-38.3911,81.18,86,96,5.95,BR,overcast clouds,2022-02-12 07:35:06
466,Grafton,42.207,-71.6856,48.92,66,0,18.41,US,clear sky,2022-02-12 07:35:06
467,Edendale,-29.6528,30.3147,72.63,60,16,3.58,ZA,few clouds,2022-02-12 07:35:07
468,Praya,14.9215,-23.5087,73.94,60,97,23.02,CV,haze,2022-02-12 07:35:07
469,Iroquois Falls,48.7669,-80.6831,-14.66,90,100,11.9,CA,overcast clouds,2022-02-12 07:35:07
470,Ladario,-19.0047,-57.6017,74.01,87,100,2.15,BR,overcast clouds,2022-02-12 07:35:08
471,Palauig,15.435,119.9045,83.23,63,100,7.63,PH,overcast clouds,2022-02-12 07:35:08
472,Constitucion,-35.3333,-72.4167,60.28,48,0,3.47,CL,clear sky,2022-02-12 07:35:09
473,Point Pedro,9.8167,80.2333,77.5,87,98,14.38,LK,overcast clouds,2022-02-12 07:35:09
474,Panguna,-6.3164,155.4848,69.85,91,100,1.23,PG,light rain,2022-02-12 07:35:10
475,Vega De Alatorre,20.0333,-96.6333,66.99,88,52,2.35,MX,broken clouds,2022-02-12 07:35:10
476,Yershov,51.3513,48.2766,26.37,93,9,10.71,RU,clear sky,2022-02-12 07:35:11
477,Talakan,50.3167,130.3667,9.43,93,100,7.7,RU,overcast clouds,2022-02-12 07:35:11
478,Horsham,51.064,-0.3272,43.65,79,75,8.05,GB,broken clouds,2022-02-12 07:35:12
479,Lucea,18.451,-78.1736,73.26,80,2,3.27,JM,clear sky,2022-02-12 07:35:12
480,Comodoro Rivadavia,-45.8667,-67.5,66.06,30,0,6.91,AR,clear sky,2022-02-12 07:35:12
481,Biak,-0.9131,122.8766,77.14,85,100,3.67,ID,overcast clouds,2022-02-12 07:35:13
482,Oskarshamn,57.2645,16.4484,33.98,76,26,15.03,SE,scattered clouds,2022-02-12 07:35:13
483,Suoyarvi,62.0833,32.35,13.28,94,57,7.72,RU,broken clouds,2022-02-12 07:35:14
484,Bathsheba,13.2167,-59.5167,77.61,69,75,16.11,BB,broken clouds,2022-02-12 07:35:14
485,Bristol,41.8334,-71.1662,49.78,81,0,9.22,US,clear sky,2022-02-12 07:35:01
486,Kirando,-7.4167,30.6,70.5,88,100,5.17,TZ,light rain,2022-02-12 07:35:15
487,Mekhe,15.1097,-16.6218,72.16,15,47,12.77,SN,scattered clouds,2022-02-12 07:35:15
488,Vachi,42.072,47.2151,40.5,25,0,2.42,RU,clear sky,2022-02-12 07:35:15
489,Camp Verde,34.5636,-111.8543,57.63,25,0,6.73,US,clear sky,2022-02-12 07:35:16
490,Xinzhi,36.4989,111.7047,44.31,45,100,3.69,CN,overcast clouds,2022-02-12 07:35:16
491,Diamond Harbour,22.1917,88.1847,75.18,24,6,9.13,IN,clear sky,2022-02-12 07:35:17
492,Talaya,61.3833,152.75,-33.34,98,86,1.45,RU,overcast clouds,2022-02-12 07:35:17
493,Guarapuava,-25.3953,-51.4581,55.78,99,12,3.0,BR,few clouds,2022-02-12 07:35:17
494,Marawi,7.9986,124.2928,73.65,79,98,5.68,PH,overcast clouds,2022-02-12 07:35:18
495,Kavaratti,10.5669,72.642,80.74,72,10,7.94,IN,clear sky,2022-02-12 07:35:18
496,Uwajima,33.2238,132.56,53.56,67,19,2.48,JP,few clouds,2022-02-12 07:35:19
497,Athabasca,54.7169,-113.2854,17.29,91,100,3.33,CA,overcast clouds,2022-02-12 07:35:19
498,Destin,30.3935,-86.4958,54.97,90,0,0.0,US,clear sky,2022-02-12 07:32:53
499,Ondjiva,-17.0667,15.7333,71.64,88,0,6.91,AO,clear sky,2022-02-12 07:35:20
500,Tarauaca,-8.1614,-70.7656,72.25,96,95,2.13,BR,overcast clouds,2022-02-12 07:35:20
501,Haines Junction,60.7522,-137.5108,19.35,86,100,2.3,CA,overcast clouds,2022-02-12 07:35:21
502,Myrtle Beach,33.6891,-78.8867,53.64,60,0,4.61,US,clear sky,2022-02-12 07:31:45
503,West Lafayette,40.4259,-86.9081,29.21,81,100,19.57,US,overcast clouds,2022-02-12 07:35:21
504,Samarai,-10.6167,150.6667,82.31,64,58,14.2,PG,broken clouds,2022-02-12 07:35:22
505,Aba,5.1066,7.3667,74.82,66,45,3.96,NG,scattered clouds,2022-02-12 07:30:51
506,Chadiza,-14.0678,32.4392,68.65,79,100,2.57,ZM,overcast clouds,2022-02-12 07:35:23
507,Bardiyah,31.7561,25.0865,54.91,64,0,7.83,LY,clear sky,2022-02-12 07:35:24
508,Praia Da Vitoria,38.7333,-27.0667,53.85,87,20,7.05,PT,few clouds,2022-02-12 07:36:24
509,Hambantota,6.1241,81.1185,89.94,66,40,8.05,LK,scattered clouds,2022-02-12 07:36:25
510,Sisimiut,66.9395,-53.6735,25.29,77,100,13.13,GL,overcast clouds,2022-02-12 07:36:25
511,Beloha,-25.1667,45.05,89.06,50,4,13.51,MG,clear sky,2022-02-12 07:36:25
512,Nicoya,10.1483,-85.452,71.73,87,14,2.51,CR,few clouds,2022-02-12 07:36:18
513,Prince George,53.9166,-122.753,34.29,58,0,5.75,CA,clear sky,2022-02-12 07:35:26
514,Sahuaripa,29.05,-109.2333,56.25,26,0,5.3,MX,clear sky,2022-02-12 07:36:26
515,Miraflores,19.2167,-98.8083,54.25,61,18,3.94,MX,few clouds,2022-02-12 07:36:27
516,Northam,51.0333,-4.2167,46.42,77,100,21.32,GB,overcast clouds,2022-02-12 07:36:27
517,Salekhard,66.53,66.6019,-9.76,95,100,5.66,RU,overcast clouds,2022-02-12 07:36:27
518,Nortelandia,-14.4547,-56.8028,70.95,98,100,2.86,BR,overcast clouds,2022-02-12 07:36:28
519,Shaowu,27.3409,117.4831,53.01,89,97,3.09,CN,overcast clouds,2022-02-12 07:36:28
520,Manado,1.487,124.8455,79.57,89,75,1.14,ID,broken clouds,2022-02-12 07:36:29
521,Chato,-2.6378,31.7669,77.02,58,100,5.3,TZ,overcast clouds,2022-02-12 07:36:29
522,Kropotkin,45.4375,40.5756,41.59,73,87,8.3,RU,overcast clouds,2022-02-12 07:36:29
523,Ambilobe,-13.2,49.05,84.85,71,6,3.31,MG,light rain,2022-02-12 07:36:30
524,Ratnagiri,16.9833,73.3,89.24,36,59,8.01,IN,broken clouds,2022-02-12 07:36:30
525,Nurota,40.5614,65.6886,42.89,58,11,7.09,UZ,few clouds,2022-02-12 07:36:31
